tile_h,tile_v,target
5544,528,0
5577,528,0
5610,528,0
5643,528,0
4686,561,0
4719,561,0
4752,561,0
4818,561,0
4851,561,0
4917,561,0
4950,561,0
4983,561,0
5049,561,0
5082,561,0
5148,561,0
5181,561,0
5214,561,0
5280,561,0
4521,594,0
4587,594,0
4785,594,0
4818,594,0
4851,594,0
4884,594,0
4950,594,0
5016,594,0
5148,594,0
5181,594,0
5214,594,0
5247,594,0
4620,627,0
4653,627,0
4686,627,0
4719,627,0
4752,627,0
4785,627,0
4818,627,0
4851,627,0
4884,627,0
4917,627,0
4950,627,0
4983,627,0
5016,627,0
5148,627,0
5181,627,0
5214,627,0
5280,627,0
4455,660,0
4488,660,0
4521,660,0
4587,660,0
4653,660,0
4719,660,0
4884,660,0
4917,660,0
4950,660,0
4983,660,0
5049,660,0
5082,660,0
5115,660,3
5148,660,203
5181,660,76
5214,660,7
5280,660,0
4356,693,0
4389,693,0
4422,693,0
4455,693,0
4521,693,0
4554,693,0
4587,693,0
4620,693,0
4686,693,0
4719,693,0
4818,693,0
4851,693,0
4884,693,0
5016,693,0
5049,693,0
5082,693,0
5115,693,0
5181,693,0
5214,693,3
5247,693,0
4290,726,0
4323,726,0
4422,726,0
4521,726,0
4554,726,0
4587,726,0
4620,726,0
4653,726,0
4686,726,0
4752,726,0
4785,726,0
4818,726,0
4917,726,0
4983,726,0
5082,726,0
5148,726,45
5181,726,14
5214,726,0
4092,759,0
4125,759,0
4158,759,0
4290,759,0
4323,759,0
4356,759,0
4389,759,0
4422,759,0
4455,759,0
4488,759,0
4521,759,0
4554,759,0
4587,759,0
4620,759,0
4653,759,0
4785,759,0
4818,759,0
4851,759,0
4884,759,0
4950,759,0
4983,759,0
5016,759,0
5049,759,0
5082,759,0
5115,759,0
5148,759,0
5181,759,25
4092,792,0
4125,792,0
4158,792,0
4191,792,0
4257,792,0
4290,792,0
4356,792,0
4455,792,0
4488,792,0
4521,792,0
4554,792,0
4653,792,0
4686,792,0
4719,792,0
4752,792,0
4851,792,0
4884,792,0
4917,792,0
4983,792,0
5016,792,0
5049,792,0
5082,792,0
5115,792,0
5148,792,0
5181,792,10
5214,792,0
4026,825,0
4059,825,0
4092,825,0
4125,825,0
4191,825,0
4257,825,0
4323,825,0
4356,825,0
4389,825,0
4455,825,0
4488,825,0
4521,825,0
4620,825,0
4653,825,0
4686,825,0
4752,825,0
4785,825,0
4884,825,0
4917,825,0
4983,825,0
5049,825,0
5082,825,0
5115,825,0
5148,825,0
4026,858,0
4059,858,0
4092,858,0
4125,858,0
4158,858,0
4257,858,0
4323,858,0
4356,858,0
4389,858,0
4422,858,0
4587,858,0
4620,858,0
4653,858,0
4686,858,0
4719,858,0
4752,858,0
4785,858,0
4818,858,0
4851,858,0
4884,858,0
4950,858,0
4983,858,0
5049,858,0
5082,858,0
5115,858,0
5148,858,0
5181,858,0
3894,891,0
3927,891,0
3960,891,0
3993,891,0
4026,891,0
4059,891,0
4092,891,0
4125,891,0
4191,891,0
4224,891,0
4257,891,0
4323,891,0
4356,891,0
4422,891,0
4455,891,0
4521,891,0
4620,891,0
4719,891,0
4752,891,0
4851,891,0
4884,891,0
4917,891,0
4983,891,0
5082,891,0
5115,891,1
5148,891,0
3828,924,0
3861,924,0
3927,924,0
3960,924,0
4059,924,0
4092,924,0
4125,924,0
4158,924,0
4191,924,0
4257,924,0
4290,924,0
4323,924,0
4455,924,0
4488,924,0
4521,924,0
4587,924,0
4620,924,0
4719,924,0
4785,924,0
4818,924,0
4851,924,0
4884,924,0
4950,924,0
5082,924,0
5115,924,0
3795,957,0
3828,957,0
3861,957,0
3927,957,0
4026,957,0
4059,957,0
4158,957,0
4257,957,0
4290,957,0
4323,957,0
4356,957,0
4389,957,0
4422,957,0
4488,957,0
4521,957,0
4554,957,0
4587,957,0
4620,957,0
4653,957,0
4752,957,0
4785,957,0
4818,957,0
4851,957,0
4884,957,0
4917,957,0
4950,957,0
4983,957,0
5016,957,0
5049,957,6
3795,990,0
3828,990,0
3894,990,0
3927,990,0
3993,990,0
4026,990,0
4059,990,0
4092,990,0
4125,990,0
4158,990,0
4257,990,0
4323,990,0
4356,990,0
4488,990,0
4554,990,0
4587,990,0
4620,990,0
4653,990,0
4686,990,0
4719,990,0
4752,990,0
4785,990,0
4818,990,0
4851,990,0
4884,990,0
4917,990,0
4950,990,0
4983,990,0
5049,990,9
3696,1023,0
3729,1023,0
3762,1023,0
3795,1023,0
3894,1023,0
3927,1023,0
3960,1023,0
4026,1023,0
4059,1023,0
4092,1023,0
4158,1023,0
4191,1023,0
4224,1023,0
4257,1023,0
4290,1023,0
4323,1023,0
4389,1023,0
4422,1023,0
4521,1023,0
4587,1023,0
4620,1023,0
4686,1023,0
4719,1023,0
4785,1023,0
4884,1023,0
4950,1023,0
4983,1023,0
5016,1023,0
5082,1023,0
3597,1056,0
3630,1056,0
3663,1056,0
3696,1056,0
3762,1056,0
3828,1056,0
3861,1056,0
3894,1056,0
4026,1056,0
4092,1056,0
4158,1056,0
4191,1056,0
4224,1056,0
4257,1056,0
4290,1056,0
4323,1056,0
4389,1056,0
4422,1056,0
4455,1056,0
4653,1056,0
4719,1056,0
4752,1056,0
4785,1056,0
4917,1056,0
4950,1056,0
4983,1056,0
5049,1056,0
3531,1089,0
3597,1089,0
3663,1089,4
3696,1089,1
3729,1089,0
3762,1089,0
3795,1089,0
3828,1089,0
3894,1089,0
3960,1089,0
3993,1089,0
4026,1089,0
4059,1089,0
4092,1089,0
4125,1089,0
4158,1089,0
4224,1089,0
4257,1089,0
4290,1089,0
4323,1089,0
4356,1089,0
4422,1089,0
4455,1089,0
4488,1089,0
4521,1089,0
4686,1089,0
4719,1089,0
4752,1089,0
4818,1089,0
4884,1089,0
4917,1089,0
4950,1089,0
4983,1089,0
5016,1089,0
3498,1122,0
3531,1122,0
3564,1122,0
3597,1122,0
3630,1122,0
3663,1122,1
3696,1122,0
3729,1122,0
3762,1122,0
3795,1122,0
3927,1122,0
3960,1122,0
3993,1122,0
4026,1122,0
4125,1122,0
4158,1122,0
4224,1122,0
4257,1122,0
4290,1122,0
4356,1122,0
4389,1122,0
4422,1122,0
4455,1122,0
4521,1122,0
4554,1122,0
4587,1122,0
4653,1122,0
4686,1122,0
4719,1122,0
4752,1122,0
4785,1122,0
4818,1122,0
4851,1122,0
4884,1122,0
4917,1122,0
4950,1122,0
5016,1122,0
3399,1155,0
3498,1155,0
3531,1155,0
3564,1155,0
3663,1155,0
3696,1155,0
3762,1155,8
3861,1155,0
3960,1155,0
4026,1155,0
4059,1155,0
4092,1155,0
4125,1155,0
4158,1155,0
4191,1155,0
4224,1155,0
4257,1155,0
4290,1155,0
4323,1155,0
4356,1155,0
4389,1155,0
4455,1155,0
4488,1155,0
4554,1155,0
4587,1155,0
4620,1155,0
4719,1155,0
4752,1155,0
4785,1155,0
4818,1155,0
4851,1155,0
4884,1155,0
4917,1155,0
4950,1155,0
4983,1155,0
3234,1188,0
3267,1188,0
3300,1188,0
3333,1188,0
3399,1188,0
3498,1188,0
3564,1188,0
3630,1188,0
3663,1188,0
3696,1188,0
3729,1188,0
3795,1188,0
3894,1188,0
3993,1188,0
4026,1188,0
4059,1188,0
4092,1188,0
4191,1188,0
4257,1188,0
4323,1188,0
4356,1188,0
4389,1188,0
4422,1188,0
4455,1188,0
4488,1188,0
4521,1188,0
4554,1188,0
4587,1188,0
4653,1188,0
4686,1188,0
4818,1188,0
4851,1188,0
4884,1188,0
4917,1188,0
4950,1188,0
4983,1188,0
3135,1221,0
3201,1221,0
3234,1221,0
3300,1221,0
3333,1221,0
3399,1221,0
3465,1221,0
3498,1221,0
3531,1221,0
3597,1221,0
3630,1221,0
3663,1221,0
3696,1221,0
3762,1221,0
3828,1221,0
3861,1221,0
3894,1221,0
3927,1221,0
3960,1221,0
3993,1221,0
4026,1221,0
4059,1221,0
4092,1221,0
4125,1221,0
4158,1221,0
4191,1221,0
4224,1221,0
4257,1221,0
4290,1221,0
4356,1221,0
4389,1221,0
4455,1221,0
4488,1221,0
4521,1221,0
4554,1221,0
4587,1221,0
4620,1221,0
4653,1221,0
4719,1221,0
4752,1221,0
4851,1221,0
4884,1221,0
4917,1221,0
4950,1221,0
4983,1221,0
3102,1254,0
3168,1254,0
3201,1254,0
3234,1254,0
3267,1254,0
3300,1254,0
3333,1254,0
3366,1254,0
3399,1254,0
3465,1254,0
3531,1254,0
3564,1254,0
3597,1254,0
3630,1254,0
3663,1254,0
3729,1254,0
3762,1254,0
3828,1254,0
3861,1254,0
3894,1254,0
3960,1254,0
3993,1254,0
4059,1254,0
4092,1254,0
4158,1254,0
4191,1254,0
4224,1254,0
4257,1254,0
4290,1254,0
4323,1254,0
4422,1254,0
4455,1254,0
4587,1254,0
4620,1254,0
4653,1254,0
4686,1254,0
4719,1254,0
4752,1254,0
4785,1254,0
4851,1254,0
4917,1254,0
4950,1254,0
4983,1254,0
5016,1254,0
3003,1287,0
3036,1287,0
3102,1287,0
3135,1287,0
3234,1287,0
3366,1287,0
3399,1287,0
3498,1287,0
3531,1287,0
3564,1287,0
3630,1287,0
3762,1287,0
3795,1287,0
3861,1287,0
3894,1287,0
3960,1287,0
3993,1287,0
4026,1287,0
4059,1287,0
4092,1287,0
4224,1287,0
4257,1287,0
4290,1287,0
4323,1287,0
4356,1287,0
4389,1287,0
4422,1287,0
4455,1287,0
4488,1287,0
4521,1287,0
4554,1287,0
4620,1287,0
4653,1287,0
4686,1287,0
4719,1287,0
4785,1287,0
4851,1287,0
4884,1287,0
4917,1287,0
4950,1287,0
2970,1320,0
3003,1320,0
3036,1320,0
3069,1320,0
3102,1320,0
3135,1320,0
3168,1320,0
3234,1320,0
3333,1320,0
3366,1320,0
3399,1320,0
3432,1320,0
3465,1320,0
3498,1320,0
3531,1320,0
3564,1320,0
3597,1320,0
3630,1320,0
3696,1320,0
3729,1320,0
3828,1320,0
3861,1320,0
3894,1320,0
3927,1320,0
3960,1320,0
4026,1320,0
4059,1320,0
4092,1320,0
4191,1320,0
4224,1320,0
4290,1320,0
4356,1320,0
4389,1320,0
4422,1320,0
4455,1320,0
4521,1320,0
4554,1320,0
4587,1320,0
4620,1320,0
4653,1320,0
4686,1320,0
4719,1320,0
4752,1320,0
4818,1320,0
4851,1320,0
4950,1320,0
4983,1320,0
5049,1320,0
1749,1353,0
1782,1353,3
1815,1353,109
1848,1353,0
1881,1353,0
1914,1353,0
2838,1353,0
2871,1353,0
2904,1353,0
2937,1353,0
2970,1353,0
3069,1353,0
3102,1353,0
3168,1353,0
3234,1353,0
3267,1353,0
3366,1353,0
3432,1353,0
3465,1353,0
3498,1353,0
3531,1353,0
3597,1353,0
3663,1353,0
3696,1353,0
3729,1353,0
3795,1353,0
3828,1353,0
3861,1353,0
3894,1353,0
4059,1353,0
4092,1353,0
4125,1353,0
4158,1353,0
4191,1353,0
4224,1353,0
4257,1353,0
4323,1353,0
4455,1353,0
4587,1353,0
4620,1353,0
4653,1353,0
4719,1353,0
4785,1353,0
4818,1353,0
4851,1353,0
4884,1353,0
4950,1353,0
4983,1353,0
5049,1353,0
5412,1353,0
1716,1386,2
1749,1386,0
1782,1386,5
1815,1386,0
1848,1386,0
1881,1386,0
1947,1386,0
2838,1386,0
2871,1386,0
2937,1386,0
3135,1386,0
3168,1386,0
3201,1386,0
3234,1386,0
3333,1386,0
3498,1386,0
3564,1386,0
3597,1386,0
3630,1386,0
3663,1386,0
3696,1386,0
3729,1386,0
3795,1386,0
3828,1386,0
3861,1386,0
3894,1386,0
3927,1386,0
3960,1386,0
3993,1386,0
4026,1386,0
4158,1386,0
4191,1386,0
4257,1386,0
4356,1386,0
4389,1386,0
4422,1386,0
4455,1386,0
4620,1386,0
4653,1386,0
4686,1386,0
4818,1386,0
4851,1386,0
4884,1386,0
4917,1386,1
4950,1386,0
4983,1386,0
5016,1386,0
5346,1386,0
5379,1386,0
5445,1386,0
1782,1419,0
1815,1419,0
1914,1419,0
1947,1419,0
1980,1419,0
2013,1419,0
2079,1419,0
2673,1419,0
2706,1419,0
2739,1419,0
2838,1419,0
2904,1419,0
2937,1419,0
2970,1419,0
3069,1419,0
3102,1419,0
3168,1419,0
3234,1419,0
3333,1419,0
3366,1419,0
3399,1419,0
3432,1419,0
3465,1419,0
3531,1419,0
3564,1419,0
3597,1419,0
3630,1419,0
3663,1419,0
3696,1419,0
3729,1419,0
3762,1419,0
3795,1419,0
3828,1419,0
3861,1419,0
3894,1419,0
3927,1419,0
3960,1419,0
4026,1419,0
4059,1419,0
4092,1419,0
4125,1419,0
4158,1419,0
4191,1419,0
4257,1419,0
4290,1419,0
4356,1419,0
4389,1419,0
4422,1419,0
4488,1419,0
4521,1419,0
4554,1419,0
4620,1419,0
4653,1419,0
4719,1419,0
4785,1419,0
4818,1419,0
5346,1419,0
5379,1419,0
5412,1419,0
1683,1452,0
1716,1452,0
1782,1452,1
1815,1452,1
1881,1452,52
1980,1452,1
2013,1452,1
2112,1452,0
2145,1452,0
2607,1452,0
2640,1452,0
2739,1452,0
2772,1452,0
2805,1452,0
2838,1452,0
2871,1452,0
3036,1452,0
3069,1452,0
3135,1452,0
3168,1452,0
3234,1452,0
3300,1452,0
3333,1452,0
3399,1452,0
3465,1452,0
3498,1452,0
3531,1452,0
3564,1452,0
3597,1452,0
3663,1452,0
3696,1452,0
3729,1452,0
3762,1452,0
3795,1452,0
3828,1452,0
3861,1452,0
3927,1452,0
3993,1452,0
4092,1452,0
4125,1452,0
4191,1452,0
4257,1452,0
4356,1452,0
4521,1452,0
4554,1452,0
4587,1452,0
4653,1452,0
4686,1452,0
4719,1452,0
4785,1452,0
4851,1452,0
4884,1452,0
4917,1452,0
4950,1452,0
5313,1452,0
5379,1452,0
5412,1452,0
5445,1452,0
5478,1452,0
1650,1485,0
1749,1485,0
1782,1485,0
1815,1485,4
1848,1485,47
1881,1485,34
1914,1485,27
1947,1485,3
1980,1485,138
2013,1485,208
2046,1485,10
2079,1485,1
2112,1485,0
2145,1485,0
2178,1485,0
2310,1485,0
2343,1485,0
2442,1485,0
2475,1485,0
2508,1485,0
2541,1485,0
2574,1485,0
2607,1485,0
2640,1485,0
2673,1485,0
2706,1485,0
2739,1485,0
2772,1485,0
2805,1485,0
2838,1485,0
2904,1485,0
2937,1485,0
2970,1485,0
3003,1485,0
3036,1485,0
3069,1485,0
3102,1485,0
3135,1485,0
3168,1485,0
3300,1485,0
3333,1485,0
3366,1485,0
3432,1485,0
3498,1485,0
3597,1485,0
3630,1485,0
3663,1485,0
3696,1485,0
3729,1485,0
3795,1485,0
3828,1485,0
3861,1485,0
3894,1485,0
3927,1485,0
3960,1485,0
4026,1485,0
4059,1485,0
4092,1485,0
4158,1485,0
4191,1485,0
4224,1485,0
4257,1485,0
4290,1485,0
4389,1485,0
4422,1485,0
4455,1485,0
4554,1485,0
4587,1485,0
4620,1485,0
4653,1485,0
4686,1485,0
4752,1485,0
4818,1485,0
4851,1485,0
4917,1485,0
5313,1485,0
5346,1485,0
5412,1485,0
5478,1485,0
5544,1485,0
5577,1485,0
1683,1518,0
1782,1518,0
1815,1518,0
1848,1518,10
1881,1518,0
1947,1518,6
1980,1518,0
2013,1518,4
2046,1518,28
2079,1518,37
2112,1518,0
2178,1518,0
2211,1518,0
2244,1518,0
2310,1518,0
2343,1518,0
2376,1518,0
2409,1518,0
2442,1518,0
2475,1518,0
2508,1518,0
2541,1518,0
2607,1518,0
2640,1518,0
2673,1518,0
2772,1518,0
2805,1518,0
2838,1518,0
2904,1518,0
3036,1518,0
3102,1518,0
3135,1518,0
3168,1518,0
3234,1518,0
3267,1518,0
3300,1518,0
3366,1518,0
3399,1518,0
3432,1518,0
3465,1518,0
3498,1518,0
3531,1518,0
3564,1518,0
3597,1518,0
3630,1518,0
3663,1518,0
3696,1518,0
3729,1518,0
3762,1518,0
3795,1518,0
3927,1518,0
3960,1518,0
3993,1518,0
4026,1518,0
4059,1518,0
4125,1518,0
4158,1518,0
4191,1518,0
4224,1518,0
4290,1518,0
4422,1518,0
4521,1518,0
4554,1518,0
4587,1518,0
4620,1518,0
4653,1518,0
4719,1518,0
4752,1518,0
4818,1518,0
4851,1518,0
4884,1518,0
5313,1518,0
5346,1518,0
5379,1518,0
5412,1518,0
5445,1518,0
5478,1518,0
1617,1551,0
1650,1551,0
1683,1551,0
1716,1551,0
1749,1551,0
1782,1551,0
1848,1551,74
1881,1551,21
1914,1551,69
1947,1551,0
1980,1551,0
2013,1551,0
2046,1551,0
2145,1551,0
2178,1551,0
2211,1551,0
2244,1551,0
2277,1551,0
2343,1551,0
2376,1551,0
2409,1551,0
2442,1551,0
2508,1551,0
2541,1551,0
2574,1551,0
2607,1551,0
2640,1551,0
2673,1551,0
2739,1551,0
2772,1551,0
2805,1551,0
2871,1551,0
2904,1551,0
2937,1551,0
3003,1551,0
3036,1551,0
3069,1551,0
3102,1551,0
3135,1551,0
3168,1551,0
3201,1551,0
3267,1551,0
3333,1551,0
3399,1551,0
3432,1551,0
3465,1551,0
3498,1551,0
3531,1551,0
3564,1551,0
3597,1551,0
3630,1551,0
3663,1551,0
3696,1551,0
3729,1551,0
3762,1551,0
3795,1551,0
3861,1551,0
3927,1551,0
3960,1551,0
3993,1551,0
4092,1551,0
4191,1551,0
4224,1551,0
4257,1551,0
4290,1551,0
4323,1551,0
4356,1551,0
4389,1551,0
4455,1551,0
4488,1551,0
4521,1551,0
4554,1551,0
4587,1551,0
4686,1551,0
4818,1551,0
4884,1551,0
5280,1551,0
5313,1551,0
5445,1551,0
5511,1551,0
5544,1551,0
5577,1551,0
5610,1551,0
5643,1551,0
1617,1584,0
1683,1584,0
1716,1584,0
1749,1584,0
1815,1584,0
1881,1584,54
1914,1584,0
2013,1584,0
2046,1584,0
2079,1584,0
2112,1584,1
2178,1584,0
2211,1584,0
2277,1584,0
2310,1584,0
2343,1584,0
2409,1584,0
2442,1584,0
2508,1584,0
2541,1584,0
2574,1584,0
2640,1584,0
2805,1584,0
2838,1584,0
2871,1584,0
2937,1584,0
3003,1584,0
3036,1584,0
3069,1584,0
3102,1584,0
3135,1584,0
3168,1584,0
3201,1584,0
3333,1584,0
3465,1584,0
3498,1584,0
3564,1584,0
3597,1584,0
3630,1584,0
3696,1584,0
3729,1584,0
3828,1584,0
3927,1584,0
3960,1584,0
4026,1584,0
4059,1584,0
4125,1584,0
4191,1584,0
4224,1584,0
4257,1584,0
4356,1584,0
4389,1584,0
4422,1584,0
4455,1584,0
4488,1584,0
4521,1584,0
4554,1584,0
4587,1584,0
4653,1584,0
4686,1584,0
4719,1584,0
4752,1584,0
4818,1584,0
4851,1584,0
4884,1584,0
5181,1584,0
5247,1584,0
5346,1584,0
5379,1584,0
5412,1584,0
5511,1584,0
5610,1584,0
5643,1584,0
5676,1584,0
1386,1617,0
1419,1617,1
1485,1617,0
1518,1617,0
1584,1617,0
1650,1617,0
1683,1617,5
1716,1617,0
1749,1617,0
1782,1617,0
1815,1617,0
1914,1617,0
2013,1617,0
2079,1617,0
2178,1617,2
2211,1617,0
2277,1617,0
2343,1617,0
2376,1617,0
2409,1617,0
2574,1617,0
2640,1617,0
2706,1617,0
2739,1617,0
2772,1617,0
2805,1617,0
2838,1617,0
2871,1617,0
2904,1617,0
2937,1617,0
2970,1617,0
3003,1617,0
3036,1617,0
3102,1617,0
3135,1617,0
3168,1617,0
3234,1617,0
3267,1617,0
3333,1617,0
3366,1617,0
3399,1617,0
3498,1617,0
3531,1617,0
3597,1617,0
3663,1617,0
3696,1617,0
3762,1617,0
3795,1617,0
3828,1617,0
3861,1617,0
4026,1617,0
4059,1617,0
4125,1617,0
4158,1617,0
4224,1617,0
4257,1617,0
4290,1617,0
4389,1617,0
4422,1617,0
4455,1617,0
4554,1617,0
4587,1617,0
4620,1617,0
4686,1617,0
4719,1617,0
4818,1617,0
4851,1617,0
4884,1617,0
5148,1617,0
5214,1617,0
5280,1617,0
5313,1617,0
5346,1617,0
5445,1617,0
5577,1617,0
5643,1617,0
5676,1617,0
5709,1617,0
1386,1650,0
1419,1650,4
1452,1650,0
1518,1650,0
1551,1650,0
1584,1650,0
1650,1650,10
1683,1650,4
1716,1650,0
1782,1650,0
1848,1650,0
1881,1650,1
1914,1650,0
1947,1650,0
1980,1650,0
2013,1650,0
2079,1650,0
2178,1650,14
2211,1650,3
2244,1650,0
2277,1650,0
2310,1650,0
2343,1650,0
2376,1650,0
2475,1650,0
2574,1650,0
2607,1650,0
2640,1650,0
2673,1650,0
2706,1650,0
2739,1650,0
2805,1650,0
2871,1650,0
2937,1650,0
2970,1650,0
3003,1650,0
3036,1650,0
3069,1650,0
3135,1650,0
3168,1650,0
3234,1650,0
3300,1650,0
3333,1650,0
3366,1650,0
3399,1650,0
3432,1650,0
3465,1650,0
3498,1650,0
3531,1650,0
3564,1650,0
3597,1650,0
3630,1650,0
3663,1650,0
3696,1650,0
3762,1650,0
3795,1650,0
3828,1650,0
3861,1650,0
3894,1650,0
3927,1650,0
3993,1650,0
4125,1650,0
4191,1650,0
4224,1650,0
4257,1650,0
4356,1650,0
4389,1650,0
4422,1650,0
4455,1650,0
4488,1650,0
4521,1650,0
4554,1650,0
4587,1650,0
4653,1650,0
4686,1650,0
4719,1650,0
4752,1650,0
4851,1650,0
5082,1650,21
5115,1650,0
5148,1650,0
5181,1650,0
5214,1650,0
5247,1650,0
5280,1650,0
5313,1650,0
5346,1650,0
5379,1650,0
5412,1650,0
5445,1650,0
5544,1650,0
5577,1650,1
5610,1650,0
5676,1650,0
5742,1650,0
5775,1650,0
1386,1683,0
1419,1683,0
1452,1683,0
1485,1683,0
1683,1683,0
1716,1683,0
1782,1683,33
1815,1683,0
1848,1683,0
1881,1683,5
1914,1683,0
1947,1683,0
1980,1683,0
2046,1683,0
2079,1683,0
2112,1683,0
2178,1683,2
2211,1683,48
2310,1683,0
2343,1683,0
2376,1683,0
2409,1683,0
2442,1683,0
2475,1683,0
2508,1683,0
2541,1683,0
2574,1683,0
2673,1683,0
2706,1683,0
2772,1683,0
2904,1683,0
2937,1683,0
2970,1683,0
3003,1683,0
3036,1683,0
3069,1683,0
3102,1683,0
3135,1683,0
3168,1683,0
3201,1683,0
3234,1683,0
3267,1683,0
3366,1683,0
3399,1683,0
3465,1683,0
3498,1683,0
3531,1683,0
3564,1683,0
3762,1683,0
3795,1683,0
3861,1683,0
3894,1683,0
3927,1683,0
3960,1683,0
3993,1683,0
4026,1683,0
4092,1683,0
4125,1683,0
4290,1683,0
4323,1683,0
4356,1683,0
4389,1683,0
4422,1683,0
4455,1683,0
4488,1683,0
4521,1683,0
4554,1683,0
4587,1683,0
4620,1683,0
4653,1683,0
4686,1683,0
4719,1683,0
4752,1683,0
4785,1683,0
4818,1683,0
4851,1683,0
5049,1683,0
5082,1683,109
5115,1683,39
5181,1683,0
5214,1683,0
5247,1683,0
5280,1683,0
5379,1683,0
5412,1683,0
5445,1683,0
5478,1683,0
5544,1683,0
5577,1683,0
5610,1683,29
5643,1683,0
5676,1683,0
5808,1683,0
5874,1683,0
5907,1683,0
5940,1683,0
5973,1683,0
6006,1683,0
1386,1716,0
1452,1716,0
1485,1716,0
1518,1716,0
1551,1716,0
1650,1716,0
1683,1716,0
1716,1716,0
1749,1716,0
1848,1716,0
1881,1716,0
1947,1716,0
1980,1716,0
2013,1716,0
2046,1716,0
2112,1716,0
2145,1716,0
2178,1716,0
2211,1716,6
2244,1716,43
2310,1716,0
2343,1716,0
2376,1716,0
2442,1716,0
2475,1716,0
2508,1716,0
2673,1716,0
2706,1716,0
2805,1716,0
2838,1716,0
2871,1716,0
3036,1716,0
3102,1716,0
3135,1716,0
3168,1716,0
3201,1716,0
3300,1716,0
3366,1716,0
3399,1716,0
3531,1716,0
3564,1716,0
3597,1716,0
3663,1716,0
3729,1716,0
3762,1716,0
3795,1716,0
3828,1716,0
3861,1716,0
3894,1716,0
3927,1716,0
3993,1716,0
4026,1716,0
4125,1716,0
4158,1716,0
4191,1716,0
4224,1716,0
4257,1716,0
4290,1716,0
4323,1716,0
4356,1716,0
4389,1716,0
4422,1716,0
4455,1716,0
4488,1716,0
4554,1716,0
4587,1716,0
4620,1716,0
4653,1716,0
4686,1716,0
4752,1716,0
4785,1716,0
4818,1716,0
4983,1716,0
5016,1716,0
5049,1716,0
5082,1716,0
5115,1716,0
5214,1716,0
5247,1716,0
5280,1716,0
5346,1716,0
5379,1716,0
5412,1716,0
5445,1716,0
5478,1716,0
